snapshot_date,product_id,warehouse_id,stock_on_hand,safety_stock_level,reorder_point,annual_holding_rate
2025-04-21,SKU-1037,WH-01,125,30,66,0.2
2025-04-21,SKU-1038,WH-01,265,80,153,0.2
2025-04-21,SKU-1039,WH-01,247,50,100,0.2
2025-04-21,SKU-1040,WH-01,161,50,104,0.2
2025-04-21,SKU-1041,WH-01,229,120,220,0.2
2025-04-21,SKU-1042,WH-01,125,30,62,0.2
2025-04-21,SKU-1043,WH-01,131,50,113,0.2
2025-04-21,SKU-1044,WH-01,0,50,111,0.2
2025-04-21,SKU-1045,WH-01,323,80,177,0.2
2025-04-21,SKU-1046,WH-01,470,120,230,0.2
2025-04-21,SKU-1047,WH-01,141,30,70,0.2
2025-04-21,SKU-1048,WH-01,602,120,256,0.2
2025-04-21,SKU-1049,WH-01,112,30,58,0.2
2025-04-21,SKU-1050,WH-01,73,30,57,0.2
2025-04-21,SKU-1051,WH-01,270,80,146,0.2
2025-04-21,SKU-1052,WH-01,0,120,276,0.2
2025-04-21,SKU-1053,WH-01,251,80,175,0.2
2025-04-21,SKU-1054,WH-01,135,30,64,0.2
2025-04-21,SKU-1055,WH-01,73,30,60,0.2
2025-04-21,SKU-1056,WH-01,82,30,67,0.2
2025-04-21,SKU-1057,WH-01,144,30,59,0.2
2025-04-21,SKU-1058,WH-01,278,120,244,0.2
2025-04-21,SKU-1059,WH-01,183,50,108,0.2
2025-04-21,SKU-1000,WH-02,237,80,176,0.2
2025-04-21,SKU-1001,WH-02,126,50,108,0.2
2025-04-21,SKU-1002,WH-02,280,80,175,0.2
2025-04-21,SKU-1003,WH-02,415,80,186,0.2
2025-04-21,SKU-1004,WH-02,552,120,262,0.2
2025-04-21,SKU-1005,WH-02,0,80,158,0.2
2025-04-21,SKU-1006,WH-02,196,50,98,0.2
2025-04-21,SKU-1007,WH-02,12,50,106,0.2
2025-04-21,SKU-1008,WH-02,347,80,159,0.2
2025-04-21,SKU-1009,WH-02,103,30,67,0.2
2025-04-21,SKU-1010,WH-02,365,120,240,0.2
2025-04-21,SKU-1011,WH-02,285,80,172,0.2
2025-04-21,SKU-1012,WH-02,150,30,65,0.2
2025-04-21,SKU-1013,WH-02,222,50,97,0.2
2025-04-21,SKU-1014,WH-02,636,120,262,0.2
2025-04-21,SKU-1015,WH-02,78,30,66,0.2
2025-04-21,SKU-1016,WH-02,176,30,71,0.2
2025-04-21,SKU-1017,WH-02,144,50,101,0.2
2025-04-21,SKU-1018,WH-02,120,50,90,0.2
2025-04-21,SKU-1019,WH-02,224,50,93,0.2
2025-04-21,SKU-1020,WH-02,339,80,154,0.2
2025-04-21,SKU-1021,WH-02,268,80,174,0.2
2025-04-21,SKU-1022,WH-02,60,80,170,0.2
2025-04-21,SKU-1023,WH-02,111,30,56,0.2
2025-04-21,SKU-1024,WH-02,182,80,146,0.2
2025-04-21,SKU-1025,WH-02,359,120,259,0.2
2025-04-21,SKU-1026,WH-02,231,120,217,0.2
2025-04-21,SKU-1027,WH-02,201,50,109,0.2
2025-04-21,SKU-1028,WH-02,498,120,242,0.2
2025-04-21,SKU-1029,WH-02,38,50,118,0.2
2025-04-21,SKU-1030,WH-02,340,80,169,0.2
2025-04-21,SKU-1031,WH-02,175,50,112,0.2
2025-04-21,SKU-1032,WH-02,513,120,243,0.2
2025-04-21,SKU-1033,WH-02,338,80,178,0.2
2025-04-21,SKU-1034,WH-02,40,50,98,0.2
2025-04-21,SKU-1035,WH-02,325,120,271,0.2
2025-04-21,SKU-1036,WH-02,207,80,147,0.2
2025-04-21,SKU-1037,WH-02,359,120,231,0.2
2025-04-21,SKU-1038,WH-02,553,120,262,0.2
2025-04-21,SKU-1039,WH-02,192,50,117,0.2
2025-04-21,SKU-1040,WH-02,227,80,172,0.2
2025-04-21,SKU-1041,WH-02,97,30,70,0.2
2025-04-21,SKU-1042,WH-02,499,120,283,0.2
2025-04-21,SKU-1043,WH-02,388,120,265,0.2
2025-04-21,SKU-1044,WH-02,286,80,181,0.2
2025-04-21,SKU-1045,WH-02,406,120,235,0.2
2025-04-21,SKU-1046,WH-02,557,120,276,0.2
2025-04-21,SKU-1047,WH-02,657,120,273,0.2
2025-04-21,SKU-1048,WH-02,0,120,218,0.2
2025-04-21,SKU-1049,WH-02,76,30,68,0.2
2025-04-21,SKU-1050,WH-02,82,30,70,0.2
2025-04-21,SKU-1051,WH-02,329,80,150,0.2
2025-04-21,SKU-1052,WH-02,247,50,116,0.2
2025-04-21,SKU-1053,WH-02,176,80,153,0.2
2025-04-21,SKU-1054,WH-02,192,80,146,0.2
2025-04-21,SKU-1055,WH-02,177,50,117,0.2
2025-04-21,SKU-1056,WH-02,165,30,71,0.2
2025-04-21,SKU-1057,WH-02,424,120,231,0.2
2025-04-21,SKU-1058,WH-02,200,50,119,0.2
2025-04-21,SKU-1059,WH-02,378,80,184,0.2
2025-04-21,SKU-1000,WH-03,130,30,63,0.2
2025-04-21,SKU-1001,WH-03,380,120,235,0.2
2025-04-21,SKU-1002,WH-03,4,80,154,0.2
2025-04-21,SKU-1003,WH-03,59,120,220,0.2
2025-04-21,SKU-1004,WH-03,320,120,244,0.2
2025-04-21,SKU-1005,WH-03,0,80,175,0.2
2025-04-21,SKU-1006,WH-03,245,80,164,0.2
2025-04-21,SKU-1007,WH-03,207,50,108,0.2
2025-04-21,SKU-1008,WH-03,157,30,65,0.2
2025-04-21,SKU-1009,WH-03,611,120,248,0.2
2025-04-21,SKU-1010,WH-03,130,30,68,0.2
2025-04-21,SKU-1011,WH-03,101,50,94,0.2
2025-04-21,SKU-1012,WH-03,340,80,185,0.2
2025-04-21,SKU-1013,WH-03,587,120,268,0.2
2025-04-21,SKU-1014,WH-03,415,80,176,0.2
2025-04-21,SKU-1015,WH-03,0,50,107,0.2
2025-04-21,SKU-1016,WH-03,0,80,162,0.2
2025-04-21,SKU-1017,WH-03,177,80,144,0.2
2025-04-21,SKU-1018,WH-03,375,120,265,0.2
2025-04-21,SKU-1019,WH-03,283,80,150,0.2
2025-04-21,SKU-1020,WH-03,181,50,96,0.2
2025-04-21,SKU-1021,WH-03,338,80,168,0.2
2025-04-21,SKU-1022,WH-03,128,30,66,0.2
2025-04-21,SKU-1023,WH-03,77,80,147,0.2
2025-04-21,SKU-1024,WH-03,77,30,69,0.2
2025-04-21,SKU-1025,WH-03,340,80,160,0.2
2025-04-21,SKU-1026,WH-03,341,80,185,0.2
2025-04-21,SKU-1027,WH-03,181,50,111,0.2
2025-04-21,SKU-1028,WH-03,324,80,159,0.2
2025-04-21,SKU-1029,WH-03,143,30,60,0.2
2025-04-21,SKU-1030,WH-03,0,50,93,0.2
2025-04-21,SKU-1031,WH-03,31,50,115,0.2
2025-04-21,SKU-1032,WH-03,183,50,113,0.2
2025-04-21,SKU-1033,WH-03,128,30,64,0.2
2025-04-21,SKU-1034,WH-03,536,120,263,0.2
2025-04-21,SKU-1035,WH-03,447,80,183,0.2
2025-04-21,SKU-1036,WH-03,376,80,159,0.2
2025-04-21,SKU-1037,WH-03,0,80,160,0.2
2025-04-21,SKU-1038,WH-03,17,120,245,0.2
2025-04-21,SKU-1039,WH-03,212,80,157,0.2
2025-04-21,SKU-1040,WH-03,290,120,244,0.2
2025-04-21,SKU-1041,WH-03,397,80,185,0.2
2025-04-21,SKU-1042,WH-03,302,120,270,0.2
2025-04-21,SKU-1043,WH-03,0,30,55,0.2
2025-04-21,SKU-1044,WH-03,386,120,216,0.2
2025-04-21,SKU-1045,WH-03,518,120,219,0.2
2025-04-21,SKU-1046,WH-03,554,120,271,0.2
2025-04-21,SKU-1047,WH-03,324,120,286,0.2
2025-04-21,SKU-1048,WH-03,399,120,273,0.2
2025-04-21,SKU-1049,WH-03,86,30,68,0.2
2025-04-21,SKU-1050,WH-03,0,120,266,0.2
2025-04-21,SKU-1051,WH-03,263,80,146,0.2
2025-04-21,SKU-1052,WH-03,116,30,71,0.2
2025-04-21,SKU-1053,WH-03,98,30,61,0.2
2025-04-21,SKU-1054,WH-03,38,50,103,0.2
2025-04-21,SKU-1055,WH-03,108,30,66,0.2
2025-04-21,SKU-1056,WH-03,84,30,61,0.2
2025-04-21,SKU-1057,WH-03,467,120,247,0.2
2025-04-21,SKU-1058,WH-03,127,30,55,0.2
2025-04-21,SKU-1059,WH-03,176,50,105,0.2
2025-04-21,SKU-1000,WH-04,89,30,68,0.2
2025-04-21,SKU-1001,WH-04,373,80,152,0.2
2025-04-21,SKU-1002,WH-04,132,30,56,0.2
2025-04-21,SKU-1003,WH-04,217,80,157,0.2
2025-04-21,SKU-1004,WH-04,165,50,94,0.2
2025-04-21,SKU-1005,WH-04,382,80,160,0.2
2025-04-21,SKU-1006,WH-04,110,120,275,0.2
2025-04-21,SKU-1007,WH-04,46,50,110,0.2
2025-04-21,SKU-1008,WH-04,33,80,150,0.2
2025-04-21,SKU-1009,WH-04,310,80,146,0.2
2025-04-21,SKU-1010,WH-04,163,30,69,0.2
2025-04-21,SKU-1011,WH-04,104,30,62,0.2
2025-04-21,SKU-1012,WH-04,430,120,275,0.2
2025-04-21,SKU-1013,WH-04,93,30,67,0.2
2025-04-21,SKU-1014,WH-04,205,80,161,0.2
2025-04-21,SKU-1015,WH-04,108,50,94,0.2
2025-04-21,SKU-1016,WH-04,0,80,183,0.2
2025-04-21,SKU-1017,WH-04,171,50,93,0.2
2025-04-21,SKU-1018,WH-04,407,80,175,0.2
2025-04-21,SKU-1019,WH-04,0,50,110,0.2
2025-04-21,SKU-1020,WH-04,169,50,112,0.2
2025-04-21,SKU-1021,WH-04,128,50,117,0.2
2025-04-21,SKU-1022,WH-04,393,120,256,0.2
2025-04-21,SKU-1023,WH-04,136,50,103,0.2
2025-04-21,SKU-1024,WH-04,25,50,111,0.2
2025-04-21,SKU-1025,WH-04,102,30,65,0.2
2025-04-21,SKU-1026,WH-04,204,50,98,0.2
2025-04-21,SKU-1027,WH-04,326,80,174,0.2
2025-04-21,SKU-1028,WH-04,150,50,108,0.2
2025-04-21,SKU-1029,WH-04,169,50,100,0.2
2025-04-21,SKU-1030,WH-04,26,30,66,0.2
2025-04-21,SKU-1031,WH-04,337,120,228,0.2
2025-04-21,SKU-1032,WH-04,378,80,162,0.2
2025-04-21,SKU-1033,WH-04,388,120,221,0.2
2025-04-21,SKU-1034,WH-04,168,50,90,0.2
2025-04-21,SKU-1035,WH-04,0,30,63,0.2
2025-04-21,SKU-1036,WH-04,507,120,246,0.2
2025-04-21,SKU-1037,WH-04,13,30,57,0.2
2025-04-21,SKU-1038,WH-04,343,80,149,0.2
2025-04-21,SKU-1039,WH-04,165,30,70,0.2
2025-04-21,SKU-1040,WH-04,614,120,286,0.2
2025-04-21,SKU-1041,WH-04,219,80,185,0.2
2025-04-21,SKU-1042,WH-04,191,50,109,0.2
2025-04-21,SKU-1043,WH-04,85,30,66,0.2
2025-04-21,SKU-1044,WH-04,193,50,111,0.2
2025-04-21,SKU-1045,WH-04,390,120,272,0.2
2025-04-21,SKU-1046,WH-04,88,30,69,0.2
2025-04-21,SKU-1047,WH-04,86,120,266,0.2
2025-04-21,SKU-1048,WH-04,204,50,95,0.2
2025-04-21,SKU-1049,WH-04,238,80,190,0.2
2025-04-21,SKU-1050,WH-04,0,80,161,0.2
2025-04-21,SKU-1051,WH-04,0,120,226,0.2
2025-04-21,SKU-1052,WH-04,345,120,244,0.2
2025-04-21,SKU-1053,WH-04,3,30,54,0.2
2025-04-21,SKU-1054,WH-04,295,80,154,0.2
2025-04-21,SKU-1055,WH-04,0,120,279,0.2
2025-04-21,SKU-1056,WH-04,169,50,95,0.2
2025-04-21,SKU-1057,WH-04,36,80,152,0.2
2025-04-21,SKU-1058,WH-04,167,50,112,0.2
2025-04-21,SKU-1059,WH-04,158,50,116,0.2
2025-04-28,SKU-1000,WH-01,346,120,261,0.2
2025-04-28,SKU-1001,WH-01,376,80,182,0.2
2025-04-28,SKU-1002,WH-01,234,80,151,0.2
2025-04-28,SKU-1003,WH-01,358,120,268,0.2
2025-04-28,SKU-1004,WH-01,292,80,168,0.2
2025-04-28,SKU-1005,WH-01,385,120,260,0.2
2025-04-28,SKU-1006,WH-01,95,30,69,0.2
2025-04-28,SKU-1007,WH-01,232,80,151,0.2
2025-04-28,SKU-1008,WH-01,105,50,104,0.2
2025-04-28,SKU-1009,WH-01,140,50,105,0.2
2025-04-28,SKU-1010,WH-01,622,120,249,0.2
2025-04-28,SKU-1011,WH-01,127,30,65,0.2
2025-04-28,SKU-1012,WH-01,69,30,54,0.2
2025-04-28,SKU-1013,WH-01,46,50,99,0.2
2025-04-28,SKU-1014,WH-01,197,50,105,0.2
2025-04-28,SKU-1015,WH-01,181,50,108,0.2
2025-04-28,SKU-1016,WH-01,21,50,112,0.2
2025-04-28,SKU-1017,WH-01,62,120,235,0.2
2025-04-28,SKU-1018,WH-01,209,50,101,0.2
2025-04-28,SKU-1019,WH-01,355,80,182,0.2
2025-04-28,SKU-1020,WH-01,198,50,98,0.2
2025-04-28,SKU-1021,WH-01,169,50,98,0.2
2025-04-28,SKU-1022,WH-01,148,30,68,0.2
2025-04-28,SKU-1023,WH-01,588,120,254,0.2
2025-04-28,SKU-1024,WH-01,492,120,253,0.2
2025-04-28,SKU-1025,WH-01,618,120,271,0.2
2025-04-28,SKU-1026,WH-01,4,50,93,0.2
2025-04-28,SKU-1027,WH-01,85,30,68,0.2
2025-04-28,SKU-1028,WH-01,113,30,59,0.2
2025-04-28,SKU-1029,WH-01,83,30,60,0.2
2025-04-28,SKU-1030,WH-01,280,80,166,0.2
2025-04-28,SKU-1031,WH-01,139,30,60,0.2
2025-04-28,SKU-1032,WH-01,153,50,100,0.2
2025-04-28,SKU-1033,WH-01,330,120,280,0.2
2025-04-28,SKU-1034,WH-01,568,120,269,0.2
2025-04-28,SKU-1035,WH-01,466,120,252,0.2
2025-04-28,SKU-1036,WH-01,73,30,71,0.2
2025-04-28,SKU-1037,WH-01,278,50,119,0.2
2025-04-28,SKU-1038,WH-01,261,80,166,0.2
2025-04-28,SKU-1039,WH-01,602,120,282,0.2
2025-04-28,SKU-1040,WH-01,260,120,218,0.2
2025-04-28,SKU-1041,WH-01,102,30,68,0.2
2025-04-28,SKU-1042,WH-01,465,120,261,0.2
2025-04-28,SKU-1043,WH-01,340,80,186,0.2
2025-04-28,SKU-1044,WH-01,103,30,57,0.2
2025-04-28,SKU-1045,WH-01,216,50,119,0.2
2025-04-28,SKU-1046,WH-01,95,30,54,0.2
2025-04-28,SKU-1047,WH-01,6,30,59,0.2
2025-04-28,SKU-1048,WH-01,123,50,107,0.2
2025-04-28,SKU-1049,WH-01,347,80,177,0.2
2025-04-28,SKU-1050,WH-01,570,120,236,0.2
2025-04-28,SKU-1051,WH-01,95,50,93,0.2
2025-04-28,SKU-1052,WH-01,273,80,162,0.2
2025-04-28,SKU-1053,WH-01,147,30,68,0.2
2025-04-28,SKU-1054,WH-01,11,30,65,0.2
2025-04-28,SKU-1055,WH-01,0,50,104,0.2
2025-04-28,SKU-1056,WH-01,423,80,187,0.2
2025-04-28,SKU-1057,WH-01,73,30,71,0.2
2025-04-28,SKU-1058,WH-01,68,30,64,0.2
2025-04-28,SKU-1059,WH-01,19,30,64,0.2
2025-04-28,SKU-1000,WH-02,5,120,282,0.2
2025-04-28,SKU-1001,WH-02,225,80,182,0.2
2025-04-28,SKU-1002,WH-02,110,50,98,0.2
2025-04-28,SKU-1003,WH-02,197,50,98,0.2
2025-04-28,SKU-1004,WH-02,195,50,92,0.2
2025-04-28,SKU-1005,WH-02,225,80,164,0.2
2025-04-28,SKU-1006,WH-02,478,120,268,0.2
2025-04-28,SKU-1007,WH-02,134,30,71,0.2
2025-04-28,SKU-1008,WH-02,190,80,187,0.2
2025-04-28,SKU-1009,WH-02,379,80,181,0.2
2025-04-28,SKU-1010,WH-02,63,30,60,0.2
2025-04-28,SKU-1011,WH-02,152,30,64,0.2
2025-04-28,SKU-1012,WH-02,205,80,172,0.2
2025-04-28,SKU-1013,WH-02,97,30,56,0.2
2025-04-28,SKU-1014,WH-02,56,80,154,0.2
2025-04-28,SKU-1015,WH-02,148,50,117,0.2
2025-04-28,SKU-1016,WH-02,264,50,113,0.2
2025-04-28,SKU-1017,WH-02,86,30,57,0.2
2025-04-28,SKU-1018,WH-02,131,30,62,0.2
2025-04-28,SKU-1019,WH-02,263,80,161,0.2
2025-04-28,SKU-1020,WH-02,363,80,182,0.2
2025-04-28,SKU-1021,WH-02,82,30,67,0.2
2025-04-28,SKU-1022,WH-02,238,80,176,0.2
2025-04-28,SKU-1023,WH-02,120,30,62,0.2
2025-04-28,SKU-1024,WH-02,257,80,176,0.2
2025-04-28,SKU-1025,WH-02,363,120,257,0.2
2025-04-28,SKU-1026,WH-02,176,50,100,0.2
2025-04-28,SKU-1027,WH-02,392,120,283,0.2
2025-04-28,SKU-1028,WH-02,341,120,226,0.2
2025-04-28,SKU-1029,WH-02,225,50,105,0.2
2025-04-28,SKU-1030,WH-02,279,80,182,0.2
2025-04-28,SKU-1031,WH-02,381,80,179,0.2
2025-04-28,SKU-1032,WH-02,7,50,103,0.2
2025-04-28,SKU-1033,WH-02,96,30,63,0.2
2025-04-28,SKU-1034,WH-02,355,120,227,0.2
2025-04-28,SKU-1035,WH-02,71,30,61,0.2
2025-04-28,SKU-1036,WH-02,212,50,105,0.2
2025-04-28,SKU-1037,WH-02,274,80,145,0.2
2025-04-28,SKU-1038,WH-02,96,30,55,0.2
2025-04-28,SKU-1039,WH-02,0,80,156,0.2
2025-04-28,SKU-1040,WH-02,274,80,186,0.2
2025-04-28,SKU-1041,WH-02,0,120,225,0.2
2025-04-28,SKU-1042,WH-02,380,80,183,0.2
2025-04-28,SKU-1043,WH-02,253,120,229,0.2
2025-04-28,SKU-1044,WH-02,630,120,268,0.2
2025-04-28,SKU-1045,WH-02,500,120,221,0.2
2025-04-28,SKU-1046,WH-02,19,50,99,0.2
2025-04-28,SKU-1047,WH-02,334,80,173,0.2
2025-04-28,SKU-1048,WH-02,552,120,265,0.2
2025-04-28,SKU-1049,WH-02,70,30,69,0.2
2025-04-28,SKU-1050,WH-02,305,80,159,0.2
2025-04-28,SKU-1051,WH-02,395,80,161,0.2
2025-04-28,SKU-1052,WH-02,89,120,249,0.2
2025-04-28,SKU-1053,WH-02,399,80,160,0.2
2025-04-28,SKU-1054,WH-02,217,80,174,0.2
2025-04-28,SKU-1055,WH-02,165,50,115,0.2
2025-04-28,SKU-1056,WH-02,0,30,54,0.2
2025-04-28,SKU-1057,WH-02,65,30,57,0.2
2025-04-28,SKU-1058,WH-02,272,50,119,0.2
2025-04-28,SKU-1059,WH-02,93,30,55,0.2
2025-04-28,SKU-1000,WH-03,324,80,190,0.2
2025-04-28,SKU-1001,WH-03,306,120,236,0.2
2025-04-28,SKU-1002,WH-03,136,30,60,0.2
2025-04-28,SKU-1003,WH-03,360,120,260,0.2
2025-04-28,SKU-1004,WH-03,159,50,105,0.2
2025-04-28,SKU-1005,WH-03,75,30,54,0.2
2025-04-28,SKU-1006,WH-03,400,120,229,0.2
2025-04-28,SKU-1007,WH-03,231,50,93,0.2
2025-04-28,SKU-1008,WH-03,577,120,278,0.2
2025-04-28,SKU-1009,WH-03,346,80,166,0.2
2025-04-28,SKU-1010,WH-03,126,50,110,0.2
2025-04-28,SKU-1011,WH-03,42,50,104,0.2
2025-04-28,SKU-1012,WH-03,48,120,280,0.2
2025-04-28,SKU-1013,WH-03,236,80,181,0.2
2025-04-28,SKU-1014,WH-03,344,120,286,0.2
2025-04-28,SKU-1015,WH-03,390,120,252,0.2
2025-04-28,SKU-1016,WH-03,356,80,173,0.2
2025-04-28,SKU-1017,WH-03,74,120,253,0.2
2025-04-28,SKU-1018,WH-03,124,50,97,0.2
2025-04-28,SKU-1019,WH-03,241,80,185,0.2
2025-04-28,SKU-1020,WH-03,125,30,66,0.2
2025-04-28,SKU-1021,WH-03,394,80,168,0.2
2025-04-28,SKU-1022,WH-03,205,80,150,0.2
2025-04-28,SKU-1023,WH-03,77,80,178,0.2
2025-04-28,SKU-1024,WH-03,160,50,118,0.2
2025-04-28,SKU-1025,WH-03,316,120,246,0.2
2025-04-28,SKU-1026,WH-03,33,50,115,0.2
2025-04-28,SKU-1027,WH-03,564,120,230,0.2
2025-04-28,SKU-1028,WH-03,300,80,191,0.2
2025-04-28,SKU-1029,WH-03,68,30,67,0.2
2025-04-28,SKU-1030,WH-03,423,80,170,0.2
2025-04-28,SKU-1031,WH-03,235,50,115,0.2
2025-04-28,SKU-1032,WH-03,74,30,63,0.2
2025-04-28,SKU-1033,WH-03,0,80,183,0.2
2025-04-28,SKU-1034,WH-03,398,120,241,0.2
2025-04-28,SKU-1035,WH-03,261,50,105,0.2
2025-04-28,SKU-1036,WH-03,40,120,275,0.2
2025-04-28,SKU-1037,WH-03,78,30,63,0.2
2025-04-28,SKU-1038,WH-03,394,120,228,0.2
2025-04-28,SKU-1039,WH-03,9,30,61,0.2
2025-04-28,SKU-1040,WH-03,15,120,250,0.2
2025-04-28,SKU-1041,WH-03,262,50,116,0.2
2025-04-28,SKU-1042,WH-03,140,50,118,0.2
2025-04-28,SKU-1043,WH-03,624,120,260,0.2
2025-04-28,SKU-1044,WH-03,219,50,115,0.2
2025-04-28,SKU-1045,WH-03,373,120,219,0.2
2025-04-28,SKU-1046,WH-03,0,80,171,0.2
2025-04-28,SKU-1047,WH-03,156,30,66,0.2
2025-04-28,SKU-1048,WH-03,326,80,187,0.2
2025-04-28,SKU-1049,WH-03,70,30,64,0.2
2025-04-28,SKU-1050,WH-03,205,80,172,0.2
2025-04-28,SKU-1051,WH-03,118,30,57,0.2
2025-04-28,SKU-1052,WH-03,148,30,71,0.2
2025-04-28,SKU-1053,WH-03,18,50,114,0.2
2025-04-28,SKU-1054,WH-03,539,120,238,0.2
2025-04-28,SKU-1055,WH-03,169,50,109,0.2
2025-04-28,SKU-1056,WH-03,154,30,70,0.2
2025-04-28,SKU-1057,WH-03,333,80,191,0.2
2025-04-28,SKU-1058,WH-03,302,80,151,0.2
2025-04-28,SKU-1059,WH-03,245,50,107,0.2
2025-04-28,SKU-1000,WH-04,0,120,281,0.2
2025-04-28,SKU-1001,WH-04,359,120,278,0.2
2025-04-28,SKU-1002,WH-04,140,30,62,0.2
2025-04-28,SKU-1003,WH-04,479,120,229,0.2
2025-04-28,SKU-1004,WH-04,68,30,64,0.2
2025-04-28,SKU-1005,WH-04,151,80,145,0.2
2025-04-28,SKU-1006,WH-04,234,120,226,0.2
2025-04-28,SKU-1007,WH-04,369,120,256,0.2
2025-04-28,SKU-1008,WH-04,151,30,66,0.2
2025-04-28,SKU-1009,WH-04,230,80,164,0.2
2025-04-28,SKU-1010,WH-04,111,50,91,0.2
2025-04-28,SKU-1011,WH-04,143,50,103,0.2
2025-04-28,SKU-1012,WH-04,337,120,229,0.2
2025-04-28,SKU-1013,WH-04,65,30,57,0.2
2025-04-28,SKU-1014,WH-04,107,30,59,0.2
2025-04-28,SKU-1015,WH-04,261,80,155,0.2
2025-04-28,SKU-1016,WH-04,115,50,98,0.2
2025-04-28,SKU-1017,WH-04,37,80,153,0.2
2025-04-28,SKU-1018,WH-04,170,50,96,0.2
2025-04-28,SKU-1019,WH-04,241,50,106,0.2
2025-04-28,SKU-1020,WH-04,345,80,161,0.2
2025-04-28,SKU-1021,WH-04,351,80,180,0.2
2025-04-28,SKU-1022,WH-04,6,30,63,0.2
2025-04-28,SKU-1023,WH-04,8,30,66,0.2
2025-04-28,SKU-1024,WH-04,444,80,178,0.2
2025-04-28,SKU-1025,WH-04,341,80,190,0.2
2025-04-28,SKU-1026,WH-04,27,80,146,0.2
2025-04-28,SKU-1027,WH-04,442,80,184,0.2
2025-04-28,SKU-1028,WH-04,100,30,59,0.2
2025-04-28,SKU-1029,WH-04,0,50,116,0.2
2025-04-28,SKU-1030,WH-04,155,50,117,0.2
2025-04-28,SKU-1031,WH-04,225,80,144,0.2
2025-04-28,SKU-1032,WH-04,160,30,71,0.2
2025-04-28,SKU-1033,WH-04,108,50,106,0.2
2025-04-28,SKU-1034,WH-04,156,50,104,0.2
2025-04-28,SKU-1035,WH-04,417,80,168,0.2
2025-04-28,SKU-1036,WH-04,173,50,101,0.2
2025-04-28,SKU-1037,WH-04,174,50,113,0.2
2025-04-28,SKU-1038,WH-04,140,50,91,0.2
2025-04-28,SKU-1039,WH-04,102,50,97,0.2
2025-04-28,SKU-1040,WH-04,147,50,91,0.2
2025-04-28,SKU-1041,WH-04,116,50,115,0.2
2025-04-28,SKU-1042,WH-04,452,120,269,0.2
2025-04-28,SKU-1043,WH-04,554,120,227,0.2
2025-04-28,SKU-1044,WH-04,614,120,268,0.2
2025-04-28,SKU-1045,WH-04,93,30,57,0.2
2025-04-28,SKU-1046,WH-04,41,120,216,0.2
2025-04-28,SKU-1047,WH-04,207,50,117,0.2
2025-04-28,SKU-1048,WH-04,90,30,59,0.2
2025-04-28,SKU-1049,WH-04,548,120,223,0.2
2025-04-28,SKU-1050,WH-04,9,30,66,0.2
2025-04-28,SKU-1051,WH-04,16,50,95,0.2
2025-04-28,SKU-1052,WH-04,316,120,229,0.2
2025-04-28,SKU-1053,WH-04,109,30,55,0.2
2025-04-28,SKU-1054,WH-04,121,30,66,0.2
2025-04-28,SKU-1055,WH-04,574,120,240,0.2
2025-04-28,SKU-1056,WH-04,51,120,253,0.2
2025-04-28,SKU-1057,WH-04,189,80,165,0.2
2025-04-28,SKU-1058,WH-04,263,120,234,0.2
2025-04-28,SKU-1059,WH-04,670,120,282,0.2
2025-05-05,SKU-1000,WH-01,596,120,242,0.2
2025-05-05,SKU-1001,WH-01,95,30,62,0.2
2025-05-05,SKU-1002,WH-01,62,30,62,0.2
2025-05-05,SKU-1003,WH-01,283,120,217,0.2
2025-05-05,SKU-1004,WH-01,186,50,107,0.2
2025-05-05,SKU-1005,WH-01,173,50,106,0.2
2025-05-05,SKU-1006,WH-01,146,30,62,0.2
2025-05-05,SKU-1007,WH-01,60,80,146,0.2
2025-05-05,SKU-1008,WH-01,225,80,177,0.2
2025-05-05,SKU-1009,WH-01,324,120,273,0.2
2025-05-05,SKU-1010,WH-01,83,30,63,0.2
2025-05-05,SKU-1011,WH-01,85,30,55,0.2
2025-05-05,SKU-1012,WH-01,0,50,106,0.2
2025-05-05,SKU-1013,WH-01,244,50,115,0.2
2025-05-05,SKU-1014,WH-01,264,120,242,0.2
2025-05-05,SKU-1015,WH-01,255,120,247,0.2
2025-05-05,SKU-1016,WH-01,667,120,278,0.2
2025-05-05,SKU-1017,WH-01,287,80,151,0.2
2025-05-05,SKU-1018,WH-01,76,80,146,0.2
2025-05-05,SKU-1019,WH-01,0,50,109,0.2
2025-05-05,SKU-1020,WH-01,245,80,156,0.2
2025-05-05,SKU-1021,WH-01,86,120,219,0.2
2025-05-05,SKU-1022,WH-01,261,120,253,0.2
2025-05-05,SKU-1023,WH-01,297,80,162,0.2
2025-05-05,SKU-1024,WH-01,352,80,177,0.2
2025-05-05,SKU-1025,WH-01,232,50,110,0.2
2025-05-05,SKU-1026,WH-01,12,80,182,0.2
2025-05-05,SKU-1027,WH-01,89,30,62,0.2
2025-05-05,SKU-1028,WH-01,4,50,97,0.2
2025-05-05,SKU-1029,WH-01,176,50,100,0.2
2025-05-05,SKU-1030,WH-01,136,30,61,0.2
2025-05-05,SKU-1031,WH-01,421,120,216,0.2
2025-05-05,SKU-1032,WH-01,243,80,167,0.2
2025-05-05,SKU-1033,WH-01,126,30,60,0.2
2025-05-05,SKU-1034,WH-01,209,80,172,0.2
2025-05-05,SKU-1035,WH-01,170,50,103,0.2
2025-05-05,SKU-1036,WH-01,117,50,111,0.2
2025-05-05,SKU-1037,WH-01,19,50,92,0.2
