order_id,order_date,product_id,warehouse_id,supplier_id,order_quantity,shipped_quantity,promised_delivery_date,actual_delivery_date,fulfillment_status
ORD-20251690,2025-08-24,SKU-1030,WH-02,SUP-102,25,25,2025-09-14,2025-09-14,OTIF
ORD-20251691,2025-10-07,SKU-1006,WH-01,SUP-106,25,25,2025-10-17,2025-10-16,OTIF
ORD-20251692,2025-10-15,SKU-1023,WH-02,SUP-109,50,50,2025-10-22,2025-10-21,OTIF
ORD-20251693,2025-07-15,SKU-1032,WH-03,SUP-110,50,50,2025-07-22,2025-07-20,OTIF
ORD-20251694,2025-02-01,SKU-1027,WH-02,SUP-111,10,10,2025-02-15,2025-02-18,Delayed - Full
ORD-20251695,2025-01-28,SKU-1013,WH-03,SUP-101,50,50,2025-02-07,2025-02-07,OTIF
ORD-20251696,2025-11-20,SKU-1014,WH-02,SUP-102,50,50,2025-12-11,2025-12-11,OTIF
ORD-20251697,2025-03-27,SKU-1034,WH-04,SUP-104,100,100,2025-04-03,2025-04-10,Delayed - Full
ORD-20251698,2025-09-18,SKU-1041,WH-01,SUP-106,50,50,2025-09-28,2025-09-28,OTIF
ORD-20251699,2025-07-21,SKU-1058,WH-03,SUP-105,100,100,2025-08-11,2025-08-09,OTIF
ORD-20251700,2025-10-29,SKU-1030,WH-04,SUP-106,25,25,2025-11-08,2025-11-08,OTIF
ORD-20251701,2025-02-18,SKU-1052,WH-03,SUP-102,100,100,2025-03-11,2025-03-12,Delayed - Full
ORD-20251702,2025-08-10,SKU-1015,WH-01,SUP-101,25,25,2025-08-20,2025-08-19,OTIF
ORD-20251703,2025-08-19,SKU-1015,WH-03,SUP-111,25,25,2025-09-02,2025-09-10,Delayed - Full
ORD-20251704,2025-02-05,SKU-1022,WH-04,SUP-110,25,25,2025-02-12,2025-02-12,OTIF
ORD-20251705,2025-06-18,SKU-1018,WH-01,SUP-110,10,10,2025-06-25,2025-06-25,OTIF
ORD-20251706,2025-11-04,SKU-1015,WH-01,SUP-101,25,25,2025-11-14,2025-11-24,Delayed - Full
ORD-20251707,2025-01-29,SKU-1033,WH-02,SUP-107,50,50,2025-02-28,2025-02-28,OTIF
ORD-20251708,2025-08-16,SKU-1025,WH-01,SUP-108,100,100,2025-09-06,2025-09-04,OTIF
ORD-20251709,2025-06-02,SKU-1020,WH-02,SUP-100,25,16,2025-06-23,2025-06-27,Delayed - Partial
ORD-20251710,2025-03-30,SKU-1047,WH-02,SUP-110,50,50,2025-04-06,2025-04-06,OTIF
ORD-20251711,2025-10-13,SKU-1019,WH-04,SUP-110,25,25,2025-10-20,2025-10-19,OTIF
ORD-20251712,2025-08-14,SKU-1049,WH-04,SUP-109,25,25,2025-08-21,2025-08-19,OTIF
ORD-20251713,2025-06-30,SKU-1002,WH-04,SUP-101,250,250,2025-07-10,2025-07-15,Delayed - Full
ORD-20251714,2025-04-02,SKU-1030,WH-02,SUP-105,50,50,2025-04-23,2025-04-21,OTIF
ORD-20251715,2025-08-27,SKU-1042,WH-02,SUP-102,10,10,2025-09-17,2025-09-18,Delayed - Full
ORD-20251716,2025-02-07,SKU-1003,WH-03,SUP-102,10,10,2025-02-28,2025-02-28,OTIF
ORD-20251717,2025-05-12,SKU-1053,WH-04,SUP-106,25,25,2025-05-22,2025-05-20,OTIF
ORD-20251718,2025-05-01,SKU-1014,WH-04,SUP-105,250,250,2025-05-22,2025-05-22,OTIF
ORD-20251719,2025-03-29,SKU-1021,WH-03,SUP-104,10,10,2025-04-05,2025-04-13,Delayed - Full
ORD-20251720,2025-04-05,SKU-1012,WH-01,SUP-107,10,10,2025-05-05,2025-05-04,OTIF
ORD-20251721,2025-11-14,SKU-1024,WH-02,SUP-110,100,100,2025-11-21,2025-11-21,OTIF
ORD-20251722,2025-06-08,SKU-1041,WH-01,SUP-103,500,500,2025-07-08,2025-07-08,OTIF
ORD-20251723,2025-07-16,SKU-1004,WH-02,SUP-104,250,250,2025-07-23,2025-07-23,OTIF
ORD-20251724,2025-08-03,SKU-1023,WH-03,SUP-110,250,250,2025-08-10,2025-08-14,Delayed - Full
ORD-20251725,2025-05-03,SKU-1024,WH-04,SUP-108,100,74,2025-05-24,2025-05-24,On-Time - Partial
ORD-20251726,2025-07-01,SKU-1010,WH-04,SUP-109,250,250,2025-07-08,2025-07-08,OTIF
ORD-20251727,2025-02-06,SKU-1035,WH-02,SUP-107,50,50,2025-03-08,2025-03-06,OTIF
ORD-20251728,2025-09-26,SKU-1024,WH-03,SUP-110,10,10,2025-10-03,2025-10-05,Delayed - Full
ORD-20251729,2025-11-14,SKU-1026,WH-02,SUP-110,50,50,2025-11-21,2025-11-21,OTIF
ORD-20251730,2025-04-18,SKU-1011,WH-02,SUP-109,25,25,2025-04-25,2025-04-25,OTIF
ORD-20251731,2025-08-09,SKU-1048,WH-03,SUP-104,25,25,2025-08-16,2025-08-16,OTIF
ORD-20251732,2025-05-10,SKU-1027,WH-03,SUP-102,10,10,2025-05-31,2025-05-30,OTIF
ORD-20251733,2025-07-17,SKU-1046,WH-02,SUP-103,250,250,2025-08-16,2025-08-14,OTIF
ORD-20251734,2025-04-19,SKU-1033,WH-04,SUP-105,25,19,2025-05-10,2025-05-10,On-Time - Partial
ORD-20251735,2025-08-24,SKU-1013,WH-03,SUP-106,25,25,2025-09-03,2025-09-02,OTIF
ORD-20251736,2025-06-24,SKU-1032,WH-01,SUP-109,25,25,2025-07-01,2025-06-30,OTIF
ORD-20251737,2025-05-16,SKU-1051,WH-01,SUP-111,10,10,2025-05-30,2025-05-28,OTIF
ORD-20251738,2025-02-17,SKU-1012,WH-04,SUP-108,50,50,2025-03-10,2025-03-19,Delayed - Full
ORD-20251739,2025-07-13,SKU-1006,WH-02,SUP-103,25,25,2025-08-12,2025-08-11,OTIF
ORD-20251740,2025-09-10,SKU-1022,WH-02,SUP-101,25,16,2025-09-20,2025-09-20,On-Time - Partial
ORD-20251741,2025-03-17,SKU-1030,WH-01,SUP-101,25,25,2025-03-27,2025-04-01,Delayed - Full
ORD-20251742,2025-07-19,SKU-1002,WH-04,SUP-106,10,10,2025-07-29,2025-08-12,Delayed - Full
ORD-20251743,2025-11-10,SKU-1014,WH-03,SUP-103,10,10,2025-12-10,2025-12-10,OTIF
ORD-20251744,2025-05-12,SKU-1020,WH-02,SUP-101,10,10,2025-05-22,2025-05-29,Delayed - Full
ORD-20251745,2025-01-02,SKU-1006,WH-03,SUP-103,25,25,2025-02-01,2025-02-01,OTIF
ORD-20251746,2025-04-09,SKU-1042,WH-03,SUP-108,25,25,2025-04-30,2025-04-29,OTIF
ORD-20251747,2025-05-14,SKU-1020,WH-02,SUP-103,100,100,2025-06-13,2025-06-11,OTIF
ORD-20251748,2025-01-20,SKU-1009,WH-01,SUP-109,100,100,2025-01-27,2025-01-27,OTIF
ORD-20251749,2025-10-07,SKU-1043,WH-04,SUP-104,50,50,2025-10-14,2025-10-14,OTIF
ORD-20251750,2025-10-28,SKU-1043,WH-01,SUP-100,250,250,2025-11-18,2025-11-21,Delayed - Full
ORD-20251751,2025-08-07,SKU-1054,WH-01,SUP-107,100,100,2025-09-06,2025-09-06,OTIF
ORD-20251752,2025-01-27,SKU-1024,WH-02,SUP-100,50,50,2025-02-17,2025-02-19,Delayed - Full
ORD-20251753,2025-11-02,SKU-1003,WH-01,SUP-107,10,7,2025-12-02,2025-11-30,On-Time - Partial
ORD-20251754,2025-11-02,SKU-1050,WH-04,SUP-103,100,100,2025-12-02,2025-12-02,OTIF
ORD-20251755,2025-02-27,SKU-1038,WH-03,SUP-101,250,250,2025-03-09,2025-03-08,OTIF
ORD-20251756,2025-11-21,SKU-1016,WH-03,SUP-106,25,25,2025-12-01,2025-12-01,OTIF
ORD-20251757,2025-09-24,SKU-1055,WH-01,SUP-107,25,25,2025-10-24,2025-10-24,OTIF
ORD-20251758,2025-11-16,SKU-1000,WH-01,SUP-111,50,50,2025-11-30,2025-11-30,OTIF
ORD-20251759,2025-07-02,SKU-1007,WH-02,SUP-103,25,25,2025-08-01,2025-07-31,OTIF
ORD-20251760,2025-04-13,SKU-1059,WH-04,SUP-106,25,25,2025-04-23,2025-04-23,OTIF
ORD-20251761,2025-09-18,SKU-1004,WH-04,SUP-102,25,25,2025-10-09,2025-10-18,Delayed - Full
ORD-20251762,2025-02-08,SKU-1052,WH-04,SUP-100,100,100,2025-03-01,2025-03-01,OTIF
ORD-20251763,2025-09-16,SKU-1002,WH-01,SUP-108,25,25,2025-10-07,2025-10-07,OTIF
ORD-20251764,2025-07-22,SKU-1019,WH-01,SUP-101,10,10,2025-08-01,2025-07-31,OTIF
ORD-20251765,2025-11-06,SKU-1023,WH-03,SUP-100,25,25,2025-11-27,2025-11-26,OTIF
ORD-20251766,2025-03-09,SKU-1004,WH-04,SUP-100,10,10,2025-03-30,2025-03-28,OTIF
ORD-20251767,2025-08-20,SKU-1013,WH-02,SUP-104,25,25,2025-08-27,2025-08-27,OTIF
ORD-20251768,2025-01-16,SKU-1018,WH-04,SUP-107,10,10,2025-02-15,2025-02-15,OTIF
ORD-20251769,2025-02-19,SKU-1014,WH-03,SUP-105,10,8,2025-03-12,2025-03-12,On-Time - Partial
ORD-20251770,2025-03-31,SKU-1053,WH-03,SUP-104,50,45,2025-04-07,2025-04-07,On-Time - Partial
ORD-20251771,2025-09-07,SKU-1054,WH-02,SUP-102,10,10,2025-09-28,2025-09-28,OTIF
ORD-20251772,2025-03-10,SKU-1051,WH-02,SUP-110,10,10,2025-03-17,2025-03-17,OTIF
ORD-20251773,2025-06-14,SKU-1026,WH-04,SUP-103,50,50,2025-07-14,2025-07-14,OTIF
ORD-20251774,2025-10-02,SKU-1004,WH-01,SUP-110,100,100,2025-10-09,2025-10-12,Delayed - Full
ORD-20251775,2025-01-27,SKU-1041,WH-01,SUP-101,50,32,2025-02-06,2025-02-06,On-Time - Partial
ORD-20251776,2025-09-11,SKU-1022,WH-02,SUP-101,25,25,2025-09-21,2025-09-21,OTIF
ORD-20251777,2025-06-06,SKU-1047,WH-01,SUP-103,25,25,2025-07-06,2025-07-06,OTIF
ORD-20251778,2025-06-15,SKU-1054,WH-03,SUP-110,50,50,2025-06-22,2025-06-26,Delayed - Full
ORD-20251779,2025-11-23,SKU-1034,WH-02,SUP-104,250,250,2025-11-30,2025-11-30,OTIF
ORD-20251780,2025-07-08,SKU-1038,WH-03,SUP-103,25,18,2025-08-07,2025-08-07,On-Time - Partial
ORD-20251781,2025-11-04,SKU-1017,WH-04,SUP-107,10,10,2025-12-04,2025-12-04,OTIF
ORD-20251782,2025-04-28,SKU-1017,WH-04,SUP-104,50,50,2025-05-05,2025-05-09,Delayed - Full
ORD-20251783,2025-11-01,SKU-1019,WH-02,SUP-101,50,50,2025-11-11,2025-11-12,Delayed - Full
ORD-20251784,2025-05-18,SKU-1009,WH-02,SUP-107,25,25,2025-06-17,2025-06-17,OTIF
ORD-20251785,2025-07-22,SKU-1043,WH-04,SUP-105,100,100,2025-08-12,2025-08-14,Delayed - Full
ORD-20251786,2025-07-23,SKU-1014,WH-01,SUP-108,25,25,2025-08-13,2025-08-12,OTIF
ORD-20251787,2025-04-21,SKU-1019,WH-02,SUP-108,250,250,2025-05-12,2025-05-14,Delayed - Full
ORD-20251788,2025-09-02,SKU-1056,WH-01,SUP-111,10,10,2025-09-16,2025-09-16,OTIF
ORD-20251789,2025-11-12,SKU-1029,WH-01,SUP-107,100,100,2025-12-12,2025-12-12,OTIF
ORD-20251790,2025-09-16,SKU-1009,WH-04,SUP-108,100,100,2025-10-07,2025-10-09,Delayed - Full
ORD-20251791,2025-09-23,SKU-1001,WH-03,SUP-103,10,10,2025-10-23,2025-10-23,OTIF
ORD-20251792,2025-09-13,SKU-1051,WH-03,SUP-106,100,68,2025-09-23,2025-09-24,Delayed - Partial
ORD-20251793,2025-02-28,SKU-1041,WH-04,SUP-105,100,100,2025-03-21,2025-03-20,OTIF
ORD-20251794,2025-09-25,SKU-1031,WH-02,SUP-110,50,50,2025-10-02,2025-10-02,OTIF
ORD-20251795,2025-04-25,SKU-1058,WH-02,SUP-110,50,50,2025-05-02,2025-05-11,Delayed - Full
ORD-20251796,2025-05-26,SKU-1049,WH-04,SUP-107,25,25,2025-06-25,2025-06-25,OTIF
ORD-20251797,2025-11-15,SKU-1028,WH-03,SUP-107,100,100,2025-12-15,2025-12-15,OTIF
ORD-20251798,2025-09-25,SKU-1018,WH-04,SUP-107,25,25,2025-10-25,2025-10-25,OTIF
ORD-20251799,2025-03-05,SKU-1009,WH-04,SUP-102,250,250,2025-03-26,2025-03-25,OTIF
ORD-20251800,2025-10-06,SKU-1006,WH-04,SUP-108,10,10,2025-10-27,2025-10-25,OTIF
ORD-20251801,2025-01-31,SKU-1034,WH-01,SUP-101,25,25,2025-02-10,2025-02-09,OTIF
ORD-20251802,2025-04-25,SKU-1030,WH-03,SUP-107,10,10,2025-05-25,2025-05-25,OTIF
ORD-20251803,2025-04-12,SKU-1036,WH-02,SUP-111,25,25,2025-04-26,2025-05-01,Delayed - Full
ORD-20251804,2025-08-11,SKU-1033,WH-01,SUP-101,10,10,2025-08-21,2025-08-20,OTIF
ORD-20251805,2025-07-02,SKU-1025,WH-01,SUP-103,25,25,2025-08-01,2025-07-30,OTIF
ORD-20251806,2025-01-15,SKU-1039,WH-02,SUP-110,50,50,2025-01-22,2025-01-25,Delayed - Full
ORD-20251807,2025-07-13,SKU-1057,WH-03,SUP-103,100,100,2025-08-12,2025-08-12,OTIF
ORD-20251808,2025-03-18,SKU-1036,WH-01,SUP-104,25,25,2025-03-25,2025-03-24,OTIF
ORD-20251809,2025-01-08,SKU-1013,WH-04,SUP-103,50,50,2025-02-07,2025-02-07,OTIF
ORD-20251810,2025-08-09,SKU-1042,WH-04,SUP-110,100,100,2025-08-16,2025-08-20,Delayed - Full
ORD-20251811,2025-08-11,SKU-1015,WH-03,SUP-111,50,50,2025-08-25,2025-08-25,OTIF
ORD-20251812,2025-01-18,SKU-1026,WH-01,SUP-109,100,100,2025-01-25,2025-01-25,OTIF
ORD-20251813,2025-03-16,SKU-1010,WH-04,SUP-107,10,10,2025-04-15,2025-04-20,Delayed - Full
ORD-20251814,2025-01-31,SKU-1024,WH-03,SUP-104,10,10,2025-02-07,2025-02-07,OTIF
ORD-20251815,2025-04-13,SKU-1030,WH-04,SUP-110,50,50,2025-04-20,2025-04-20,OTIF
ORD-20251816,2025-05-07,SKU-1001,WH-04,SUP-109,100,100,2025-05-14,2025-05-15,Delayed - Full
ORD-20251817,2025-10-26,SKU-1051,WH-04,SUP-103,100,88,2025-11-25,2025-12-05,Delayed - Partial
ORD-20251818,2025-06-26,SKU-1003,WH-01,SUP-111,50,50,2025-07-10,2025-07-10,OTIF
ORD-20251819,2025-11-12,SKU-1046,WH-01,SUP-107,25,25,2025-12-12,2025-12-11,OTIF
ORD-20251820,2025-11-22,SKU-1000,WH-01,SUP-106,10,10,2025-12-02,2025-12-01,OTIF
ORD-20251821,2025-08-04,SKU-1051,WH-04,SUP-111,100,100,2025-08-18,2025-08-16,OTIF
ORD-20251822,2025-02-01,SKU-1025,WH-03,SUP-108,10,10,2025-02-22,2025-02-21,OTIF
ORD-20251823,2025-04-05,SKU-1048,WH-04,SUP-110,100,100,2025-04-12,2025-04-21,Delayed - Full
ORD-20251824,2025-09-18,SKU-1010,WH-02,SUP-108,100,100,2025-10-09,2025-10-09,OTIF
ORD-20251825,2025-02-11,SKU-1047,WH-01,SUP-102,100,100,2025-03-04,2025-03-04,OTIF
ORD-20251826,2025-07-16,SKU-1040,WH-03,SUP-101,50,50,2025-07-26,2025-07-25,OTIF
ORD-20251827,2025-05-22,SKU-1008,WH-01,SUP-105,25,25,2025-06-12,2025-06-12,OTIF
ORD-20251828,2025-03-13,SKU-1010,WH-01,SUP-105,100,100,2025-04-03,2025-04-02,OTIF
ORD-20251829,2025-01-03,SKU-1021,WH-01,SUP-101,25,25,2025-01-13,2025-01-12,OTIF
ORD-20251830,2025-06-11,SKU-1050,WH-04,SUP-101,500,500,2025-06-21,2025-06-21,OTIF
ORD-20251831,2025-08-28,SKU-1059,WH-01,SUP-101,25,25,2025-09-07,2025-09-07,OTIF
ORD-20251832,2025-06-25,SKU-1021,WH-02,SUP-106,250,250,2025-07-05,2025-07-04,OTIF
ORD-20251833,2025-09-16,SKU-1032,WH-01,SUP-106,25,25,2025-09-26,2025-09-26,OTIF
ORD-20251834,2025-05-10,SKU-1005,WH-04,SUP-106,100,67,2025-05-20,2025-05-20,On-Time - Partial
ORD-20251835,2025-05-08,SKU-1020,WH-01,SUP-110,25,25,2025-05-15,2025-05-14,OTIF
ORD-20251836,2025-06-09,SKU-1048,WH-04,SUP-108,10,10,2025-06-30,2025-06-29,OTIF
ORD-20251837,2025-05-26,SKU-1054,WH-02,SUP-102,10,10,2025-06-16,2025-06-16,OTIF
ORD-20251838,2025-06-18,SKU-1006,WH-02,SUP-103,25,25,2025-07-18,2025-07-18,OTIF
ORD-20251839,2025-04-15,SKU-1021,WH-04,SUP-101,10,10,2025-04-25,2025-04-25,OTIF
ORD-20251840,2025-10-05,SKU-1016,WH-02,SUP-102,10,6,2025-10-26,2025-10-25,On-Time - Partial
ORD-20251841,2025-11-06,SKU-1013,WH-03,SUP-110,25,25,2025-11-13,2025-11-11,OTIF
ORD-20251842,2025-03-01,SKU-1050,WH-01,SUP-110,50,50,2025-03-08,2025-03-08,OTIF
ORD-20251843,2025-08-19,SKU-1024,WH-01,SUP-108,25,25,2025-09-09,2025-09-07,OTIF
ORD-20251844,2025-06-02,SKU-1001,WH-04,SUP-110,250,250,2025-06-09,2025-06-09,OTIF
ORD-20251845,2025-07-15,SKU-1023,WH-03,SUP-105,10,9,2025-08-05,2025-08-05,On-Time - Partial
ORD-20251846,2025-11-18,SKU-1021,WH-03,SUP-105,500,427,2025-12-09,2025-12-17,Delayed - Partial
ORD-20251847,2025-10-14,SKU-1041,WH-02,SUP-105,250,250,2025-11-04,2025-11-05,Delayed - Full
ORD-20251848,2025-04-06,SKU-1010,WH-04,SUP-101,250,250,2025-04-16,2025-04-22,Delayed - Full
ORD-20251849,2025-02-05,SKU-1037,WH-02,SUP-106,100,100,2025-02-15,2025-02-15,OTIF
ORD-20251850,2025-06-02,SKU-1004,WH-04,SUP-106,25,25,2025-06-12,2025-06-12,OTIF
ORD-20251851,2025-05-07,SKU-1023,WH-04,SUP-111,100,100,2025-05-21,2025-05-23,Delayed - Full
ORD-20251852,2025-10-31,SKU-1045,WH-01,SUP-107,10,10,2025-11-30,2025-11-28,OTIF
ORD-20251853,2025-06-16,SKU-1046,WH-04,SUP-107,10,10,2025-07-16,2025-07-16,OTIF
ORD-20251854,2025-04-07,SKU-1013,WH-04,SUP-109,50,50,2025-04-14,2025-04-13,OTIF
ORD-20251855,2025-08-11,SKU-1043,WH-01,SUP-109,25,25,2025-08-18,2025-08-16,OTIF
ORD-20251856,2025-06-21,SKU-1054,WH-01,SUP-103,10,10,2025-07-21,2025-07-21,OTIF
ORD-20251857,2025-10-13,SKU-1052,WH-04,SUP-109,50,50,2025-10-20,2025-10-20,OTIF
ORD-20251858,2025-09-02,SKU-1023,WH-03,SUP-100,50,39,2025-09-23,2025-09-22,On-Time - Partial
ORD-20251859,2025-10-28,SKU-1041,WH-03,SUP-107,10,10,2025-11-27,2025-11-27,OTIF
ORD-20251860,2025-08-09,SKU-1034,WH-02,SUP-110,50,50,2025-08-16,2025-08-18,Delayed - Full
ORD-20251861,2025-04-19,SKU-1049,WH-03,SUP-104,100,100,2025-04-26,2025-04-26,OTIF
ORD-20251862,2025-08-16,SKU-1041,WH-04,SUP-106,10,10,2025-08-26,2025-08-26,OTIF
ORD-20251863,2025-09-12,SKU-1051,WH-03,SUP-111,100,100,2025-09-26,2025-10-04,Delayed - Full
ORD-20251864,2025-05-02,SKU-1018,WH-01,SUP-106,25,25,2025-05-12,2025-05-11,OTIF
ORD-20251865,2025-04-09,SKU-1059,WH-01,SUP-107,100,100,2025-05-09,2025-05-09,OTIF
ORD-20251866,2025-07-22,SKU-1006,WH-02,SUP-108,10,10,2025-08-12,2025-08-10,OTIF
ORD-20251867,2025-08-25,SKU-1031,WH-04,SUP-108,100,73,2025-09-15,2025-09-15,On-Time - Partial
ORD-20251868,2025-10-26,SKU-1053,WH-02,SUP-104,100,100,2025-11-02,2025-10-31,OTIF
ORD-20251869,2025-04-05,SKU-1012,WH-04,SUP-100,50,50,2025-04-26,2025-04-25,OTIF
ORD-20251870,2025-11-23,SKU-1038,WH-02,SUP-108,50,50,2025-12-14,2025-12-13,OTIF
ORD-20251871,2025-09-15,SKU-1028,WH-04,SUP-103,50,50,2025-10-15,2025-10-15,OTIF
ORD-20251872,2025-09-10,SKU-1043,WH-03,SUP-103,10,9,2025-10-10,2025-10-10,On-Time - Partial
ORD-20251873,2025-07-08,SKU-1036,WH-02,SUP-101,100,100,2025-07-18,2025-07-19,Delayed - Full
ORD-20251874,2025-06-19,SKU-1018,WH-04,SUP-108,250,250,2025-07-10,2025-07-08,OTIF
ORD-20251875,2025-05-27,SKU-1054,WH-01,SUP-106,10,10,2025-06-06,2025-06-04,OTIF
ORD-20251876,2025-08-21,SKU-1049,WH-03,SUP-106,10,10,2025-08-31,2025-08-31,OTIF
ORD-20251877,2025-07-29,SKU-1003,WH-02,SUP-105,250,250,2025-08-19,2025-08-18,OTIF
ORD-20251878,2025-04-23,SKU-1015,WH-04,SUP-110,10,10,2025-04-30,2025-04-30,OTIF
ORD-20251879,2025-06-02,SKU-1039,WH-02,SUP-102,25,25,2025-06-23,2025-06-22,OTIF
ORD-20251880,2025-11-06,SKU-1000,WH-01,SUP-107,100,100,2025-12-06,2025-12-06,OTIF
ORD-20251881,2025-09-05,SKU-1000,WH-04,SUP-100,10,10,2025-09-26,2025-09-26,OTIF
ORD-20251882,2025-02-20,SKU-1026,WH-01,SUP-107,10,10,2025-03-22,2025-03-22,OTIF
ORD-20251883,2025-08-23,SKU-1031,WH-04,SUP-105,25,25,2025-09-13,2025-09-13,OTIF
ORD-20251884,2025-10-18,SKU-1059,WH-04,SUP-110,50,50,2025-10-25,2025-10-25,OTIF
ORD-20251885,2025-01-21,SKU-1051,WH-03,SUP-107,100,100,2025-02-20,2025-02-20,OTIF
ORD-20251886,2025-02-10,SKU-1002,WH-02,SUP-108,25,25,2025-03-03,2025-03-03,OTIF
ORD-20251887,2025-11-22,SKU-1007,WH-02,SUP-104,10,10,2025-11-29,2025-11-28,OTIF
ORD-20251888,2025-04-25,SKU-1056,WH-01,SUP-105,25,25,2025-05-16,2025-05-16,OTIF
ORD-20251889,2025-07-28,SKU-1032,WH-04,SUP-100,25,25,2025-08-18,2025-08-17,OTIF
ORD-20251890,2025-02-10,SKU-1055,WH-02,SUP-111,100,100,2025-02-24,2025-02-27,Delayed - Full
ORD-20251891,2025-01-16,SKU-1022,WH-01,SUP-109,250,250,2025-01-23,2025-01-23,OTIF
ORD-20251892,2025-06-01,SKU-1016,WH-03,SUP-110,10,10,2025-06-08,2025-06-08,OTIF
ORD-20251893,2025-05-02,SKU-1050,WH-01,SUP-103,50,50,2025-06-01,2025-06-01,OTIF
ORD-20251894,2025-10-16,SKU-1006,WH-01,SUP-110,25,25,2025-10-23,2025-10-23,OTIF
ORD-20251895,2025-04-15,SKU-1057,WH-03,SUP-100,50,50,2025-05-06,2025-05-14,Delayed - Full
ORD-20251896,2025-03-23,SKU-1023,WH-01,SUP-106,10,10,2025-04-02,2025-04-02,OTIF
ORD-20251897,2025-07-03,SKU-1023,WH-01,SUP-103,500,500,2025-08-02,2025-08-01,OTIF
ORD-20251898,2025-04-10,SKU-1015,WH-02,SUP-100,10,10,2025-05-01,2025-05-06,Delayed - Full
ORD-20251899,2025-05-22,SKU-1058,WH-04,SUP-102,25,25,2025-06-12,2025-06-30,Delayed - Full
ORD-20251900,2025-06-21,SKU-1037,WH-01,SUP-105,100,100,2025-07-12,2025-07-12,OTIF
ORD-20251901,2025-07-12,SKU-1034,WH-04,SUP-101,50,50,2025-07-22,2025-07-22,OTIF
ORD-20251902,2025-08-27,SKU-1047,WH-04,SUP-104,100,100,2025-09-03,2025-09-02,OTIF
ORD-20251903,2025-06-06,SKU-1029,WH-01,SUP-101,25,25,2025-06-16,2025-06-24,Delayed - Full
ORD-20251904,2025-09-13,SKU-1038,WH-03,SUP-108,10,10,2025-10-04,2025-10-04,OTIF
ORD-20251905,2025-05-10,SKU-1031,WH-03,SUP-106,10,8,2025-05-20,2025-05-20,On-Time - Partial
ORD-20251906,2025-06-21,SKU-1003,WH-01,SUP-111,50,50,2025-07-05,2025-07-09,Delayed - Full
ORD-20251907,2025-10-10,SKU-1027,WH-02,SUP-100,100,100,2025-10-31,2025-10-31,OTIF
ORD-20251908,2025-01-19,SKU-1036,WH-01,SUP-107,100,100,2025-02-18,2025-02-18,OTIF
ORD-20251909,2025-06-15,SKU-1053,WH-04,SUP-102,10,6,2025-07-06,2025-07-06,On-Time - Partial
ORD-20251910,2025-06-13,SKU-1005,WH-03,SUP-107,10,10,2025-07-13,2025-07-13,OTIF
ORD-20251911,2025-02-02,SKU-1026,WH-02,SUP-104,25,25,2025-02-09,2025-02-07,OTIF
ORD-20251912,2025-05-22,SKU-1014,WH-03,SUP-105,10,10,2025-06-12,2025-06-11,OTIF
ORD-20251913,2025-06-05,SKU-1000,WH-03,SUP-109,100,100,2025-06-12,2025-06-12,OTIF
ORD-20251914,2025-01-15,SKU-1032,WH-03,SUP-105,10,10,2025-02-05,2025-02-05,OTIF
ORD-20251915,2025-05-27,SKU-1025,WH-01,SUP-111,100,100,2025-06-10,2025-06-17,Delayed - Full
ORD-20251916,2025-04-25,SKU-1041,WH-01,SUP-105,100,100,2025-05-16,2025-05-16,OTIF
ORD-20251917,2025-07-11,SKU-1049,WH-02,SUP-111,100,100,2025-07-25,2025-07-23,OTIF
ORD-20251918,2025-04-12,SKU-1033,WH-03,SUP-106,50,50,2025-04-22,2025-04-21,OTIF
ORD-20251919,2025-05-13,SKU-1019,WH-03,SUP-108,50,50,2025-06-03,2025-06-03,OTIF
ORD-20251920,2025-05-04,SKU-1012,WH-04,SUP-104,250,250,2025-05-11,2025-05-11,OTIF
ORD-20251921,2025-08-06,SKU-1008,WH-02,SUP-104,25,25,2025-08-13,2025-08-21,Delayed - Full
ORD-20251922,2025-03-04,SKU-1052,WH-02,SUP-102,25,25,2025-03-25,2025-03-25,OTIF
ORD-20251923,2025-07-21,SKU-1003,WH-01,SUP-109,50,50,2025-07-28,2025-07-26,OTIF
ORD-20251924,2025-03-18,SKU-1037,WH-04,SUP-103,100,100,2025-04-17,2025-04-16,OTIF
ORD-20251925,2025-01-29,SKU-1040,WH-02,SUP-105,250,250,2025-02-19,2025-02-20,Delayed - Full
ORD-20251926,2025-09-25,SKU-1051,WH-03,SUP-110,25,25,2025-10-02,2025-10-02,OTIF
ORD-20251927,2025-02-06,SKU-1040,WH-01,SUP-107,50,50,2025-03-08,2025-03-08,OTIF
ORD-20251928,2025-01-21,SKU-1024,WH-03,SUP-108,50,50,2025-02-11,2025-02-11,OTIF
ORD-20251929,2025-06-07,SKU-1028,WH-03,SUP-100,25,25,2025-06-28,2025-06-28,OTIF
ORD-20251930,2025-07-10,SKU-1015,WH-04,SUP-109,10,10,2025-07-17,2025-07-15,OTIF
ORD-20251931,2025-06-15,SKU-1057,WH-04,SUP-100,25,25,2025-07-06,2025-07-06,OTIF
ORD-20251932,2025-03-25,SKU-1001,WH-01,SUP-111,250,250,2025-04-08,2025-04-14,Delayed - Full
ORD-20251933,2025-06-28,SKU-1055,WH-04,SUP-100,25,25,2025-07-19,2025-07-17,OTIF
